MontoCredito;IngresoNeto;CoefCreditoAvaluo;MontoCuota;GradoAcademico;BuenPagador
10751;2;11;Bajo;Bachiller;Si
12415;2;11;Medio;Licenciatura;Si
14229;1;11;Medio;Licenciatura;Si
83768;1;4;Medio;Licenciatura;Si
11067;2;11;Medio;Licenciatura;Si
18750;2;11;Medio;Licenciatura;Si
17859;2;11;Medio;Licenciatura;Si
10554;2;6;Medio;Licenciatura;Si
32193;2;11;Medio;Licenciatura;Si
16271;2;7;Medio;Licenciatura;Si
14085;2;11;Medio;Licenciatura;Si
27061;2;12;Medio;Licenciatura;Si
121751;1;1;Medio;Licenciatura;Si
30089;1;11;Medio;Licenciatura;Si
16441;2;6;Medio;Licenciatura;Si
12521;2;11;Medio;Licenciatura;Si
32306;2;12;Medio;Licenciatura;Si
12369;1;12;Medio;Licenciatura;Si
19750;1;12;Medio;Licenciatura;Si
12448;1;12;Medio;Licenciatura;Si
14321;1;12;Medio;Licenciatura;Si
15020;1;12;Medio;Licenciatura;Si
19695;2;7;Medio;Licenciatura;Si
18249;2;7;Medio;Licenciatura;Si
17115;2;11;Medio;Licenciatura;Si
19155;1;4;Medio;Licenciatura;Si
19628;2;12;Medio;Licenciatura;Si
16686;2;11;Medio;Licenciatura;Si
35893;2;11;Medio;Licenciatura;Si
57139;1;4;Medio;Licenciatura;Si
149706;2;12;Medio;Licenciatura;Si
15681;2;12;Medio;Licenciatura;Si
21382;1;4;Medio;Licenciatura;Si
54541;1;11;Medio;Licenciatura;Si
10758;2;11;Medio;Licenciatura;Si
16363;1;11;Medio;Licenciatura;Si
18326;2;11;Medio;Licenciatura;Si
35062;1;10;Medio;Licenciatura;Si
10044;2;11;Medio;Licenciatura;Si
107114;2;11;Medio;Licenciatura;Si
14864;2;11;Medio;Licenciatura;Si
13381;2;1;Medio;Licenciatura;Si
73883;1;4;Medio;Licenciatura;Si
20529;1;1;Medio;Licenciatura;Si
65864;1;1;Medio;Licenciatura;Si
10934;2;11;Medio;Licenciatura;Si
14821;2;11;Medio;Licenciatura;Si
75061;2;2;Medio;Licenciatura;Si
41304;1;11;Medio;Licenciatura;Si
193100;1;10;Medio;Licenciatura;Si
146393;2;5;Medio;Licenciatura;Si
12354;2;11;Medio;Licenciatura;Si
21862;1;4;Medio;Licenciatura;Si
235684;1;10;Medio;Licenciatura;Si
32235;2;11;Medio;Licenciatura;Si
10341;2;11;Medio;Licenciatura;Si
18686;2;11;Medio;Licenciatura;Si
55047;1;4;Medio;Licenciatura;Si
99665;1;12;Medio;Licenciatura;Si
64682;2;5;Medio;Licenciatura;Si
17323;2;11;Medio;Licenciatura;Si
10335;2;11;Medio;Licenciatura;Si
57056;1;4;Medio;Licenciatura;Si
18266;2;6;Medio;Licenciatura;Si
266545;1;11;Medio;Licenciatura;Si
16247;2;11;Medio;Licenciatura;Si
21956;2;11;Medio;Licenciatura;Si
51290;1;1;Medio;Licenciatura;Si
13845;2;11;Medio;Licenciatura;Si
16826;2;12;Bajo;Bachiller;Si
19227;1;12;Bajo;Bachiller;Si
38433;2;12;Bajo;Bachiller;Si
264110;2;12;Bajo;Bachiller;Si
11849;1;12;Bajo;Bachiller;Si
112308;1;12;Bajo;Bachiller;Si
204597;2;12;Bajo;Bachiller;Si
12990;2;12;Bajo;Bachiller;Si
261694;2;12;Bajo;Bachiller;Si
96692;1;12;Bajo;Bachiller;Si
11927;2;12;Bajo;Bachiller;Si
10918;2;12;Bajo;Bachiller;Si
19166;2;12;Bajo;Bachiller;Si
10457;1;12;Bajo;Bachiller;Si
15345;1;12;Bajo;Bachiller;Si
49377;2;12;Bajo;Bachiller;Si
133293;1;12;Bajo;Bachiller;Si
18578;2;11;Medio;Licenciatura;Si
13985;1;4;Medio;Licenciatura;Si
49920;2;5;Medio;Licenciatura;Si
10525;2;6;Medio;Licenciatura;Si
19964;2;11;Medio;Licenciatura;Si
33026;2;11;Medio;Licenciatura;Si
276393;1;11;Medio;Licenciatura;Si
35613;1;11;Medio;Licenciatura;Si
48102;2;12;Medio;Licenciatura;Si
142702;1;10;Medio;Licenciatura;Si
11444;2;6;Medio;Licenciatura;Si
34033;1;10;Medio;Licenciatura;Si
12894;2;11;Medio;Licenciatura;Si
28919;1;10;Medio;Licenciatura;Si
113101;1;1;Medio;Licenciatura;Si
40408;2;11;Medio;Licenciatura;Si
72153;1;12;Bajo;Bachiller;Si
24665;1;12;Bajo;Bachiller;Si
19612;2;12;Bajo;Bachiller;Si
148139;1;12;Bajo;Bachiller;Si
49226;1;12;Bajo;Bachiller;Si
164508;2;12;Bajo;Bachiller;Si
147551;2;12;Bajo;Bachiller;Si
13676;2;12;Bajo;Bachiller;Si
74547;1;12;Bajo;Bachiller;Si
16223;2;12;Bajo;Bachiller;Si
25015;2;12;Bajo;Bachiller;Si
16534;2;12;Bajo;Bachiller;Si
47824;2;12;Bajo;Bachiller;Si
10574;2;12;Bajo;Bachiller;Si
77274;1;12;Bajo;Bachiller;Si
12334;2;12;Bajo;Bachiller;Si
31249;2;12;Bajo;Bachiller;Si
197459;1;12;Bajo;Bachiller;Si
49581;2;12;Bajo;Bachiller;Si
36580;2;12;Bajo;Bachiller;Si
11934;2;12;Bajo;Bachiller;Si
19830;1;12;Bajo;Bachiller;Si
47209;2;12;Bajo;Bachiller;Si
18628;2;12;Bajo;Bachiller;Si
13322;2;12;Bajo;Bachiller;Si
10571;2;12;Bajo;Bachiller;Si
46547;2;12;Bajo;Bachiller;Si
13146;2;12;Bajo;Bachiller;Si
14182;2;12;Bajo;Bachiller;Si
14045;2;12;Bajo;Bachiller;Si
11859;2;12;Bajo;Bachiller;Si
175567;1;12;Bajo;Bachiller;Si
54365;1;12;Bajo;Bachiller;Si
11823;1;12;Alto;Bachiller;Si
13939;2;12;Bajo;Bachiller;Si
15660;2;12;Bajo;Bachiller;Si
17360;2;12;Bajo;Bachiller;Si
12323;2;12;Bajo;Bachiller;Si
43438;1;12;Bajo;Bachiller;Si
148827;1;12;Bajo;Bachiller;Si
50838;1;12;Bajo;Bachiller;Si
19535;2;12;Bajo;Bachiller;Si
46337;1;12;Bajo;Bachiller;Si
16340;2;12;Bajo;Bachiller;Si
18829;2;12;Bajo;Bachiller;Si
14540;2;12;Bajo;Bachiller;Si
15293;1;12;Bajo;Bachiller;Si
14976;2;12;Bajo;Bachiller;Si
46235;1;12;Bajo;Bachiller;Si
12524;2;12;Bajo;Bachiller;Si
19447;1;12;Bajo;Bachiller;Si
14118;2;12;Bajo;Bachiller;Si
29974;2;12;Bajo;Bachiller;Si
36815;1;12;Bajo;Bachiller;Si
130698;2;12;Bajo;Bachiller;Si
88641;1;12;Bajo;Bachiller;Si
15359;2;12;Bajo;Bachiller;Si
12719;2;12;Bajo;Bachiller;Si
10141;1;12;Bajo;Bachiller;Si
10629;2;12;Bajo;Bachiller;Si
12861;2;12;Bajo;Bachiller;Si
14488;2;12;Bajo;Bachiller;Si
43438;1;12;Bajo;Bachiller;Si
11518;2;12;Bajo;Bachiller;Si
285105;1;12;Bajo;Bachiller;Si
52850;1;12;Medio;Bachiller;Si
27983;2;12;Bajo;Bachiller;Si
14207;2;12;Bajo;Bachiller;Si
110281;2;12;Bajo;Bachiller;Si
90886;1;12;Bajo;Bachiller;Si
40663;1;12;Bajo;Bachiller;Si
51369;2;12;Bajo;Bachiller;Si
12736;2;12;Bajo;Bachiller;Si
16518;1;12;Bajo;Bachiller;Si
17343;2;12;Bajo;Bachiller;Si
123759;1;12;Bajo;Bachiller;Si
171067;1;12;Bajo;Bachiller;Si
96512;1;12;Medio;Bachiller;Si
120849;2;12;Medio;Bachiller;Si
38901;1;12;Medio;Bachiller;Si
239075;1;12;Medio;Bachiller;Si
98742;2;12;Medio;Bachiller;Si
118043;1;12;Medio;Bachiller;Si
43503;2;12;Medio;Bachiller;Si
18305;2;12;Medio;Bachiller;Si
114329;1;12;Medio;Bachiller;Si
42600;2;12;Medio;Bachiller;Si
163710;1;12;Medio;Bachiller;Si
147807;1;12;Medio;Bachiller;Si
61558;1;12;Medio;Bachiller;Si
64200;2;12;Medio;Bachiller;Si
136128;2;12;Medio;Bachiller;Si
14386;2;12;Medio;Bachiller;Si
26350;2;12;Medio;Bachiller;Si
25492;2;12;Medio;Bachiller;Si
30884;1;12;Medio;Bachiller;Si
180576;1;12;Medio;Bachiller;Si
11462;2;12;Medio;Bachiller;Si
33571;2;12;Medio;Bachiller;Si
10651;2;12;Medio;Bachiller;Si
30542;2;12;Medio;Bachiller;Si
12916;2;12;Medio;Bachiller;Si
24979;1;12;Medio;Bachiller;Si
12612;2;12;Medio;Bachiller;Si
15047;2;12;Medio;Bachiller;Si
17573;2;12;Medio;Bachiller;Si
45385;1;12;Medio;Bachiller;Si
11243;2;12;Medio;Bachiller;Si
10871;2;12;Medio;Bachiller;Si
31647;2;12;Medio;Bachiller;Si
30122;1;12;Medio;Bachiller;Si
34771;2;12;Medio;Bachiller;Si
14060;2;12;Medio;Bachiller;Si
14197;1;12;Medio;Bachiller;Si
35800;2;12;Medio;Bachiller;Si
143254;1;12;Medio;Bachiller;Si
104990;1;12;Medio;Bachiller;Si
12384;2;12;Medio;Bachiller;Si
71518;2;12;Medio;Bachiller;Si
14016;2;12;Medio;Bachiller;Si
41439;1;12;Medio;Bachiller;Si
15886;2;12;Medio;Bachiller;Si
66358;2;12;Medio;Bachiller;Si
12848;2;12;Medio;Bachiller;Si
17993;2;11;Medio;Licenciatura;Si
16228;2;11;Medio;Licenciatura;Si
21238;2;8;Medio;Licenciatura;Si
18690;2;12;Medio;Licenciatura;Si
25207;2;5;Medio;Licenciatura;Si
16691;2;5;Medio;Licenciatura;Si
16048;2;1;Medio;Licenciatura;Si
13423;1;4;Medio;Licenciatura;Si
30409;1;5;Medio;Licenciatura;Si
32959;2;5;Medio;Licenciatura;Si
15669;2;12;Medio;Licenciatura;Si
36347;1;10;Medio;Licenciatura;Si
15828;1;5;Medio;Licenciatura;Si
31459;1;9;Medio;Licenciatura;Si
30671;2;11;Medio;Licenciatura;Si
12269;2;11;Medio;Licenciatura;Si
25587;1;11;Medio;Licenciatura;Si
105392;2;12;Medio;Licenciatura;Si
34297;2;11;Medio;Licenciatura;Si
11783;2;11;Medio;Licenciatura;Si
39047;1;5;Medio;Licenciatura;Si
16402;2;11;Medio;Licenciatura;Si
133688;1;1;Medio;Licenciatura;Si
10028;1;10;Medio;Licenciatura;Si
22926;2;12;Medio;Licenciatura;Si
26461;1;12;Medio;Licenciatura;Si
44470;1;12;Medio;Licenciatura;Si
25484;2;12;Medio;Licenciatura;Si
11531;1;11;Medio;Licenciatura;Si
45915;2;5;Medio;Licenciatura;Si
16820;2;11;Medio;Licenciatura;Si
18903;2;11;Medio;Licenciatura;Si
19315;2;12;Medio;Licenciatura;Si
16978;1;11;Medio;Licenciatura;Si
25288;1;12;Medio;Licenciatura;Si
11192;1;11;Medio;Licenciatura;Si
16695;2;11;Medio;Licenciatura;Si
13083;2;11;Medio;Licenciatura;Si
10165;2;11;Medio;Licenciatura;Si
31299;1;10;Medio;Licenciatura;Si
18197;2;5;Medio;Licenciatura;Si
68604;1;12;Medio;Licenciatura;Si
11005;2;11;Medio;Licenciatura;Si
28777;1;11;Medio;Licenciatura;Si
117981;2;11;Medio;Licenciatura;Si
17631;2;11;Medio;Licenciatura;Si
19814;2;12;Medio;Licenciatura;Si
14575;2;6;Medio;Licenciatura;Si
74185;1;11;Medio;Licenciatura;Si
20036;2;11;Medio;Licenciatura;Si
17142;2;11;Medio;Licenciatura;Si
63270;2;11;Medio;Licenciatura;Si
12031;2;11;Medio;Licenciatura;Si
11860;1;11;Medio;Licenciatura;Si
15749;2;11;Medio;Licenciatura;Si
32518;1;12;Medio;Licenciatura;Si
19009;2;12;Medio;Licenciatura;Si
19678;1;12;Medio;Licenciatura;Si
18770;2;11;Medio;Licenciatura;Si
10198;2;6;Medio;Licenciatura;Si
48113;2;12;Medio;Licenciatura;Si
24470;2;11;Medio;Licenciatura;Si
15997;2;7;Medio;Licenciatura;Si
47683;2;5;Medio;Licenciatura;Si
10237;2;11;Medio;Licenciatura;Si
21704;2;12;Medio;Licenciatura;Si
17729;2;5;Medio;Licenciatura;Si
69562;1;12;Medio;Licenciatura;Si
28733;2;11;Medio;Licenciatura;Si
53999;1;4;Medio;Licenciatura;Si
11306;2;12;Medio;Bachiller;Si
13318;2;12;Medio;Bachiller;Si
25934;2;12;Medio;Bachiller;Si
15178;2;12;Medio;Bachiller;Si
213391;2;12;Medio;Bachiller;Si
47156;1;12;Medio;Bachiller;Si
40044;1;12;Medio;Bachiller;Si
57444;2;12;Medio;Bachiller;Si
32172;2;12;Medio;Bachiller;Si
41189;2;12;Medio;Bachiller;Si
11282;2;12;Medio;Bachiller;Si
16384;2;5;Medio;Licenciatura;Si
19993;2;5;Medio;Licenciatura;Si
30019;1;11;Medio;Licenciatura;Si
19904;1;12;Medio;Licenciatura;Si
49783;2;5;Medio;Licenciatura;Si
17576;1;9;Medio;Licenciatura;Si
17636;1;12;Medio;Licenciatura;Si
14358;2;12;Medio;Bachiller;Si
11156;2;12;Medio;Bachiller;Si
16120;2;12;Medio;Bachiller;Si
10457;2;12;Medio;Bachiller;Si
14456;2;12;Medio;Bachiller;Si
49373;1;12;Medio;Bachiller;Si
16806;1;12;Medio;Bachiller;Si
110983;2;12;Medio;Bachiller;Si
80450;2;12;Medio;Bachiller;Si
177929;2;12;Medio;Bachiller;Si
19568;2;12;Medio;Bachiller;Si
24789;2;12;Medio;Bachiller;Si
40631;2;12;Medio;Bachiller;Si
101817;1;12;Medio;Bachiller;Si
14628;2;11;Medio;Bachiller;Si
71454;1;12;Bajo;Bachiller;Si
100476;1;12;Medio;Bachiller;Si
104344;2;12;Medio;Bachiller;Si
274490;1;12;Medio;Bachiller;Si
25034;2;12;Medio;Bachiller;Si
11195;2;12;Medio;Bachiller;Si
19545;2;12;Medio;Bachiller;Si
12244;2;12;Medio;Bachiller;Si
19155;2;12;Medio;Bachiller;Si
21777;2;12;Medio;Bachiller;Si
18437;2;12;Medio;Bachiller;Si
16027;1;12;Medio;Bachiller;Si
138527;1;12;Medio;Bachiller;Si
14327;1;12;Medio;Bachiller;Si
13764;2;12;Medio;Bachiller;Si
152250;2;12;Medio;Bachiller;Si
31276;1;12;Medio;Bachiller;Si
105932;2;12;Medio;Bachiller;Si
43046;2;12;Medio;Bachiller;Si
33698;2;12;Medio;Bachiller;Si
61708;2;12;Medio;Bachiller;Si
10476;2;12;Medio;Bachiller;Si
27923;2;12;Medio;Bachiller;Si
20295;2;12;Medio;Bachiller;Si
38126;1;12;Medio;Bachiller;Si
32342;1;12;Medio;Bachiller;Si
12195;2;12;Medio;Bachiller;Si
10282;1;12;Medio;Bachiller;Si
13093;2;12;Medio;Bachiller;Si
33529;2;12;Medio;Bachiller;Si
45718;1;12;Medio;Bachiller;Si
38310;1;12;Medio;Bachiller;Si
19483;2;12;Medio;Bachiller;Si
187644;1;12;Medio;Bachiller;Si
46651;2;12;Medio;Bachiller;Si
33396;2;12;Medio;Bachiller;Si
124535;1;12;Medio;Bachiller;Si
64019;1;12;Medio;Bachiller;Si
11524;2;12;Medio;Bachiller;Si
28348;2;12;Medio;Bachiller;Si
18014;1;12;Medio;Bachiller;Si
114650;1;12;MuyBajo;Licenciatura;Si
54133;2;12;MuyBajo;Licenciatura;Si
23357;1;12;Bajo;Licenciatura;Si
63194;1;1;Bajo;Licenciatura;Si
114045;1;12;Medio;Licenciatura;Si
18108;1;1;Medio;Licenciatura;Si
12121;2;12;Medio;Licenciatura;Si
148473;2;3;Medio;Licenciatura;Si
22086;2;3;Medio;Licenciatura;Si
16206;1;11;Medio;Licenciatura;Si
11668;2;5;Medio;Licenciatura;Si
18174;2;6;Medio;Licenciatura;Si
19715;2;5;Medio;Licenciatura;Si
10868;2;11;Medio;Licenciatura;Si
13291;2;11;Medio;Licenciatura;Si
15123;2;7;Medio;Licenciatura;Si
16664;2;11;Medio;Licenciatura;Si
12361;2;6;Medio;Licenciatura;Si
17445;1;10;Medio;Licenciatura;Si
49801;2;11;Medio;Licenciatura;Si
43728;1;9;Medio;Licenciatura;Si
13332;2;12;Medio;Licenciatura;Si
14720;1;11;Medio;Licenciatura;Si
92979;1;9;Medio;Licenciatura;Si
17715;2;11;Medio;Licenciatura;Si
131432;2;5;Medio;Licenciatura;Si
19820;2;1;Medio;Licenciatura;Si
19366;2;11;Medio;Licenciatura;Si
36736;1;4;Medio;Licenciatura;Si
14919;2;12;Medio;Licenciatura;Si
143765;1;10;Medio;Licenciatura;Si
114419;1;1;Medio;Licenciatura;Si
10580;2;11;Medio;Licenciatura;Si
158184;1;4;Medio;Licenciatura;Si
46815;2;11;Medio;Licenciatura;Si
22230;1;12;Medio;Licenciatura;Si
41705;2;7;Medio;Licenciatura;Si
102897;2;3;Medio;Licenciatura;Si
27288;2;11;Medio;Licenciatura;Si
12645;2;12;Medio;Licenciatura;Si
34070;2;11;Medio;Licenciatura;Si
10531;2;12;Medio;Licenciatura;Si
211978;1;11;Medio;Licenciatura;Si
10865;2;5;Medio;Licenciatura;Si
17850;2;6;Medio;Licenciatura;Si
21169;1;11;Medio;Licenciatura;Si
10078;2;5;Medio;Licenciatura;Si
18640;2;11;Medio;Licenciatura;Si
118873;1;1;Medio;Licenciatura;Si
16912;1;11;Medio;Licenciatura;Si
16268;2;7;Medio;Licenciatura;Si
23690;2;5;Medio;Licenciatura;Si
140488;1;10;Medio;Licenciatura;Si
31724;1;3;Medio;Licenciatura;Si
36281;1;10;Medio;Licenciatura;Si
24611;1;11;Medio;Licenciatura;Si
39763;2;11;Medio;Licenciatura;Si
145774;1;4;Medio;Licenciatura;Si
18406;1;11;Medio;Licenciatura;Si
14542;2;11;Medio;Licenciatura;Si
17093;2;7;Medio;Licenciatura;Si
24019;1;7;Medio;Licenciatura;Si
10078;2;11;Medio;Licenciatura;Si
29788;1;11;Medio;Licenciatura;Si
11870;1;11;Medio;Licenciatura;Si
32745;1;11;Medio;Licenciatura;Si
11161;1;7;Medio;Bachiller;Si
10721;1;7;Medio;Licenciatura;Si
69532;1;12;Medio;Licenciatura;Si
77446;1;12;Medio;Licenciatura;Si
25945;1;11;Medio;Licenciatura;Si
28117;1;11;Medio;Licenciatura;Si
16826;1;7;Medio;Licenciatura;Si
21647;2;4;Medio;Licenciatura;Si
251941;1;11;Medio;Licenciatura;Si
88589;1;12;Medio;Licenciatura;Si
19978;1;11;Medio;Licenciatura;Si
40140;1;11;Medio;Licenciatura;Si
16592;1;11;Medio;Licenciatura;Si
38606;1;11;Medio;Licenciatura;Si
34835;1;11;Medio;Licenciatura;Si
20070;1;12;Medio;Licenciatura;Si
10341;2;12;Medio;Bachiller;Si
13667;2;12;Medio;Bachiller;Si
18407;2;12;Medio;Bachiller;Si
293974;1;12;Medio;Bachiller;Si
33203;1;12;Alto;Bachiller;Si
106319;2;12;Medio;Bachiller;Si
13038;2;12;Medio;Bachiller;Si
12945;2;12;Medio;Bachiller;Si
14181;2;12;Medio;Bachiller;Si
31717;2;11;Medio;Licenciatura;Si
10240;2;7;Medio;Licenciatura;Si
26335;1;12;Medio;Licenciatura;Si
11386;2;11;Medio;Licenciatura;Si
10455;2;7;Medio;Licenciatura;Si
10586;2;12;Medio;Licenciatura;Si
18767;2;11;Medio;Licenciatura;Si
17342;2;7;Medio;Licenciatura;Si
27110;2;11;Medio;Licenciatura;Si
17110;1;12;Medio;Licenciatura;Si
29259;2;7;Medio;Licenciatura;Si
44738;1;11;Medio;Licenciatura;Si
24981;2;11;Medio;Licenciatura;Si
13416;2;11;Medio;Licenciatura;Si
18573;1;4;Medio;Licenciatura;Si
11921;1;11;Medio;Licenciatura;Si
17238;2;7;Medio;Licenciatura;Si
25938;2;11;Medio;Licenciatura;Si
16101;2;11;Medio;Licenciatura;Si
15829;1;11;Medio;Licenciatura;Si
49430;2;12;Medio;Bachiller;Si
15427;2;12;Medio;Bachiller;Si
10642;1;12;Medio;Bachiller;Si
39856;2;12;Medio;Bachiller;Si
10224;1;12;Medio;Bachiller;Si
10990;2;12;Medio;Bachiller;Si
13871;2;12;Medio;Bachiller;Si
42761;1;12;Medio;Bachiller;Si
17571;1;12;Medio;Bachiller;Si
79117;1;12;Medio;Bachiller;Si
14119;1;12;Medio;Bachiller;Si
64104;1;12;Medio;Bachiller;Si
125793;1;12;Medio;Bachiller;Si
39242;2;12;Medio;Bachiller;Si
14465;2;12;Medio;Bachiller;Si
78567;1;12;Medio;Bachiller;Si
10973;1;12;Medio;Bachiller;Si
46854;1;12;Medio;Bachiller;Si
16829;1;12;Medio;Bachiller;Si
15571;1;12;Medio;Bachiller;Si
13343;1;12;Medio;Bachiller;Si
92911;2;12;Medio;Bachiller;Si
204414;1;1;Medio;Bachiller;Si
19535;2;12;Medio;Bachiller;Si
15577;2;12;Medio;Bachiller;Si
17392;2;12;Medio;Bachiller;Si
11468;1;12;Medio;Bachiller;Si
39060;2;12;Medio;Bachiller;Si
15194;2;12;Medio;Bachiller;Si
56260;2;12;Medio;Bachiller;Si
56601;1;12;Medio;Bachiller;Si
17119;2;11;Medio;Bachiller;Si
24012;2;12;Medio;Bachiller;Si
14494;2;12;Medio;Bachiller;Si
18289;2;12;Medio;Bachiller;Si
39511;2;12;Medio;Bachiller;Si
12944;2;12;Medio;Bachiller;Si
112133;1;12;Medio;Bachiller;Si
10110;2;12;Medio;Bachiller;Si
31335;2;12;Medio;Bachiller;Si
233472;1;12;Medio;Bachiller;Si
32688;1;12;Medio;Bachiller;Si
18678;2;12;Medio;Bachiller;Si
15694;1;12;Medio;Bachiller;Si
12936;2;12;Medio;Bachiller;Si
109740;1;12;Medio;Bachiller;Si
82911;1;12;Medio;Bachiller;Si
16578;1;12;Medio;Bachiller;Si
35695;2;12;Medio;Bachiller;Si
10955;1;12;Medio;Bachiller;Si
12505;2;12;Medio;Bachiller;Si
15075;2;12;Medio;Bachiller;Si
10451;2;12;Medio;Bachiller;Si
12928;2;12;Medio;Bachiller;Si
32920;1;12;Medio;Bachiller;Si
44604;1;12;Medio;Bachiller;Si
33919;1;12;Medio;Bachiller;Si
10988;2;12;Medio;Bachiller;Si
54829;1;12;Medio;Bachiller;Si
21773;2;12;Medio;Bachiller;Si
18355;1;12;Medio;Bachiller;Si
11541;2;12;Medio;Bachiller;Si
17762;1;12;Medio;Bachiller;Si
14571;2;12;Medio;Bachiller;Si
38002;1;12;Medio;Bachiller;Si
24268;2;12;Medio;Bachiller;Si
16577;2;12;Medio;Bachiller;Si
17810;2;12;Medio;Bachiller;Si
18076;1;12;Medio;Bachiller;Si
13838;2;12;Medio;Bachiller;Si
19404;2;12;Medio;Bachiller;Si
45705;2;12;Medio;Bachiller;Si
15928;1;12;Medio;Bachiller;Si
79931;2;12;Medio;Bachiller;Si
20353;2;12;Medio;Bachiller;Si
128997;1;12;Medio;Bachiller;Si
46825;2;11;Medio;Licenciatura;Si
11056;2;6;Medio;Licenciatura;Si
33203;2;11;Medio;Licenciatura;Si
54772;2;11;Medio;Licenciatura;Si
192623;1;11;Medio;Licenciatura;Si
107221;2;11;Medio;Licenciatura;Si
19443;2;7;Medio;Licenciatura;Si
10450;2;7;Medio;Licenciatura;Si
47175;2;11;Medio;Licenciatura;Si
23526;2;12;Medio;Licenciatura;Si
28162;2;7;Medio;Licenciatura;Si
20333;2;11;Medio;Licenciatura;Si
17096;2;7;Medio;Licenciatura;Si
11985;2;7;Medio;Licenciatura;Si
12734;1;11;Medio;Licenciatura;Si
83309;2;11;Medio;Licenciatura;Si
51948;1;11;Medio;Licenciatura;Si
21921;1;11;Medio;Licenciatura;Si
11041;2;7;Medio;Licenciatura;Si
176416;1;11;Medio;Licenciatura;Si
24535;1;11;Medio;Licenciatura;Si
41286;1;12;Medio;Licenciatura;Si
37236;2;11;Medio;Licenciatura;Si
148693;1;11;Medio;Licenciatura;Si
40925;1;11;Medio;Licenciatura;Si
10696;2;11;Medio;Licenciatura;Si
16727;2;7;Medio;Licenciatura;Si
49217;2;11;Medio;Licenciatura;Si
21869;1;10;Medio;Licenciatura;Si
23559;1;11;Medio;Licenciatura;Si
30203;1;1;Medio;Licenciatura;Si
18344;2;7;Medio;Licenciatura;Si
119753;2;4;Medio;Licenciatura;Si
13100;2;11;Medio;Licenciatura;Si
285094;1;12;Medio;Licenciatura;Si
32046;1;11;Medio;Licenciatura;Si
15946;1;11;Medio;Licenciatura;Si
13150;2;11;Medio;Licenciatura;Si
15817;2;11;Medio;Licenciatura;Si
107630;1;4;Medio;Licenciatura;Si
12723;2;1;Medio;Licenciatura;Si
11106;2;11;Medio;Licenciatura;Si
14204;2;1;Medio;Licenciatura;Si
16019;2;1;Medio;Licenciatura;Si
15568;2;7;Medio;Licenciatura;Si
16377;1;11;Medio;Licenciatura;Si
215866;1;12;Medio;Licenciatura;Si
10258;2;11;Medio;Licenciatura;Si
112823;2;5;Medio;Licenciatura;Si
14385;2;11;Medio;Licenciatura;Si
49299;2;5;Medio;Licenciatura;Si
19825;1;11;Medio;Licenciatura;Si
202344;1;12;Medio;Licenciatura;Si
14835;1;11;Medio;Licenciatura;Si
14186;2;5;Medio;Licenciatura;Si
13402;1;11;Medio;Licenciatura;Si
26995;2;1;Medio;Licenciatura;Si
13738;1;11;Medio;Licenciatura;Si
12973;1;11;Medio;Licenciatura;Si
19681;1;11;Medio;Licenciatura;Si
10738;1;11;Medio;Licenciatura;Si
56933;2;11;Medio;Licenciatura;Si
11903;1;11;Medio;Licenciatura;Si
19646;1;12;Medio;Licenciatura;Si
17806;1;11;Medio;Licenciatura;Si
54587;1;11;Medio;Licenciatura;Si
35183;1;11;Medio;Licenciatura;Si
19942;1;11;Medio;Licenciatura;Si
16154;1;11;Medio;Licenciatura;Si
35146;1;11;Medio;Licenciatura;Si
40061;1;11;Medio;Licenciatura;Si
11762;1;11;Medio;Licenciatura;Si
43397;1;11;Medio;Licenciatura;Si
15911;1;11;Medio;Licenciatura;Si
18234;2;5;Medio;Licenciatura;Si
19009;2;11;Medio;Licenciatura;Si
12450;2;11;Medio;Licenciatura;Si
11834;2;7;Medio;Licenciatura;Si
18132;2;11;Medio;Licenciatura;Si
14598;1;11;Medio;Licenciatura;Si
34427;2;12;Medio;Bachiller;Si
211155;1;12;Medio;Bachiller;Si
14876;2;12;Medio;Bachiller;Si
47039;2;12;Medio;Bachiller;Si
258228;1;12;Medio;Bachiller;Si
37903;1;12;Medio;Bachiller;Si
47621;2;12;Medio;Bachiller;Si
11415;2;12;Medio;Bachiller;Si
128655;1;4;Medio;Licenciatura;Si
36284;2;11;Medio;Licenciatura;Si
27560;2;12;Medio;Licenciatura;Si
17118;1;11;Medio;Licenciatura;Si
17656;1;11;Medio;Licenciatura;Si
47879;2;8;Medio;Licenciatura;Si
34396;1;1;Medio;Licenciatura;Si
18103;1;11;Medio;Licenciatura;Si
12653;1;11;Medio;Licenciatura;Si
10510;1;12;Medio;Licenciatura;Si
15752;2;7;Medio;Licenciatura;Si
27130;2;11;Medio;Licenciatura;Si
91987;2;12;Medio;Licenciatura;Si
11942;2;11;Medio;Licenciatura;Si
11905;1;11;Medio;Licenciatura;Si
14609;2;11;Medio;Licenciatura;Si
11320;1;11;Medio;Licenciatura;Si
12088;1;11;Medio;Licenciatura;Si
12357;1;11;Medio;Licenciatura;Si
102023;1;10;Medio;Licenciatura;Si
48650;2;11;Medio;Licenciatura;Si
16402;1;11;Medio;Licenciatura;Si
125582;1;10;Medio;Licenciatura;Si
168914;1;12;Medio;Licenciatura;Si
48482;2;5;Medio;Licenciatura;Si
18808;2;7;Medio;Licenciatura;Si
16752;1;12;Medio;Licenciatura;Si
62800;1;12;Medio;Licenciatura;Si
